,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_batch_size,param_epochs,param_num_neurons,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2153,1.635298728942871,0.060290288568322775,0.14061490694681802,0.012754936914682456,sigmoid,50,50,32,Adam,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 32, 'optimizer': 'Adam'}",-0.5162320432563623,-0.6438184057672819,-0.404826945066452,-0.5216257980300321,0.09764237131798177,1088
2154,1.5259279410044353,0.019486907053838452,0.14582403500874838,0.019486397071921173,sigmoid,50,50,32,Adamax,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 32, 'optimizer': 'Adamax'}",-0.5419049113988876,-0.5159300540884336,-0.39138369063536327,-0.48307288537422827,0.06569553321685695,514
2155,1.8748642603556316,0.05560516026405496,0.1510306199391683,0.007365470877320475,sigmoid,50,50,32,Nadam,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 32, 'optimizer': 'Nadam'}",-0.47035507671535015,-0.5217274200171232,-0.3292969742168983,-0.4404598236497906,0.08135381054221827,62
2156,1.3592764536539714,0.02551327947257467,0.1666563351949056,0.026556629638130328,sigmoid,50,50,64,SGD,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 64, 'optimizer': 'SGD'}",-0.5642821818590165,-0.703684521218141,-0.6100363532702128,-0.6260010187824566,0.05801957120022807,2258
2157,1.5780093669891357,0.05560674569024399,0.14061482747395834,0.012756201733853518,sigmoid,50,50,64,RMSprop,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 64, 'optimizer': 'RMSprop'}",-0.5232067838311195,-0.5173847574119766,-0.3449063651263714,-0.46183263545648917,0.08271351569479697,198
2158,1.3696893056233723,0.041007147152450255,0.1666567325592041,0.026556988103400823,sigmoid,50,50,64,Adagrad,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 64, 'optimizer': 'Adagrad'}",-0.4911915037781,-0.5963024351745844,-0.33322882987558844,-0.4735742562760909,0.10811939699059017,372
2159,1.922905445098877,0.09358383627932863,0.2080212434132894,0.03171713348367963,sigmoid,50,50,64,Adadelta,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 64, 'optimizer': 'Adadelta'}",-0.5005850719908873,-0.5520029172301293,-0.34722688620289166,-0.46660495847463607,0.08698387515990166,255
2160,1.8876609802246094,0.17148487527802364,0.14582379659016928,0.01948531383298884,sigmoid,50,50,64,Adam,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 64, 'optimizer': 'Adam'}",-0.49332256565491356,-0.526222751289606,-0.39905189772446953,-0.4728657382229964,0.053894760664068134,351
2161,1.5207217534383137,0.05752330272527598,0.14582586288452148,0.007363391625724052,sigmoid,50,50,64,Adamax,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 64, 'optimizer': 'Adamax'}",-0.5066474994023641,-0.5646461897840103,-0.392062620818615,-0.4877854366683298,0.07170822884971813,610
2162,1.9113163153330486,0.03210221036393796,0.14582411448160806,0.007363616424354615,sigmoid,50,50,64,Nadam,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 64, 'optimizer': 'Nadam'}",-0.5013041568299135,-0.583818756788969,-0.31560498860975106,-0.4669093007428778,0.11216627821872233,263
2163,1.3436521689097087,0.06628850714277926,0.17186077435811362,0.04419074588058752,sigmoid,50,50,128,SGD,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 128, 'optimizer': 'SGD'}",-0.6101197878519694,-0.6077261636654536,-0.5681714475154876,-0.5953391330109703,0.019235292400041806,1930
2164,1.5519703229268391,0.04829675411900582,0.2031100591023763,0.02551435015839312,sigmoid,50,50,128,RMSprop,"{'activation': 'sigmoid', 'batch_size': 50, 'epochs': 50, 'num_neurons': 128, 'optimizer': 'RMSprop'}",-0.5404847521955768,-0.6039884929234783,-0.347413116445144,-0.497295453854733,0.10910764584308641,761
